sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
220231019	72775814	38	M	1	1	X	506105852
220231022	72775447	38	F	1	0	X	506104981
220231023	72775447	38	M	1	1	X	506105847
220231031	72772602	38	M	1	1	X	506108811
220231038	72772440	38	F	1	0	X	506109806
220231039	72772440	38	M	1	1	X	506102711
220231040	72773881	38	F	1	0	X	506108637
220231041	72773881	38	M	1	1	X	506102067
220293720	72769782	59	M	1	0	X	X
220293721	72769782	52	F	1	1	X	X
220293727	72769088	52	F	1	1	X	X
220293729	72781861	52	F	1	1	X	X
220293732	72776955	59	M	1	0	X	X
220314479	72770682	21	F	1	2	X	506096800
220314485	72779016	16	F	1	2	450122219	506099115
220321475	72772257	28	M	1	1	X	506102708
220321476	72772257	28	F	1	0	X	506106058
220321492	72771251	28	F	1	0	X	506098057
220321494	72771251	2	M	1	2	X	X
220321500	72780898	28	F	1	0	X	506110047
220321501	72780898	0	F	1	2	X	X
220377757	72772158	3	M	1	2	X	X
220377771	72772173	36	F	1	1	X	506099031
220377775	72774819	36	F	1	1	X	506101333
220377792	72780105	36	M	1	0	X	506097508
220533484	72776985	73	M	1	0	X	X
220716190	72782650	44	F	1	0	X	X
220716192	72778438	44	F	1	0	X	X
220716195	72778139	44	F	1	0	X	X
220805692	72781463	93	M	1	0	X	X
220805694	72768598	93	M	1	0	X	X
220805696	72771714	93	M	1	0	X	X
220805700	72775640	93	M	1	0	X	X
220805703	72778656	68	F	1	2	X	X
220805704	72778656	93	M	1	0	X	X
220911733	72780374	56	M	1	0	X	506094947
220911741	72779676	56	M	1	0	X	506102717
220911742	72779676	53	F	1	1	X	X
220998926	72772126	44	F	1	0	X	506105022
220998928	72775616	44	F	1	0	X	506104945
220998929	72773440	44	F	1	0	X	506108723
221026839	72778094	59	M	1	0	X	506101155
221026844	72768869	59	M	1	0	X	506171010
221026846	72778927	59	M	1	0	X	506098001
221036551	72780621	70	F	1	1	X	X
221036555	72773597	70	F	1	1	X	X
221036559	72776977	70	F	1	1	X	X
221036561	72771921	70	F	1	1	X	X
221036562	72771921	79	M	1	0	X	X
221036568	72778902	79	M	1	0	X	X
221036575	72770700	70	F	1	1	X	X
221036576	72770700	79	M	1	0	X	X
221036582	72772309	79	M	1	0	X	X
221036593	72771429	70	F	1	1	X	X
221270936	72782103	51	F	1	0	X	506097808
221368227	72779843	71	F	1	0	X	X
221368234	72778715	40	M	1	2	X	506098038
221368248	72772534	40	M	1	2	X	506105303
221370380	72780415	4	M	1	2	450066968	X
221370390	72772704	4	M	1	2	450066968	X
221370392	72772704	33	F	1	0	X	X
221370393	72772704	35	M	1	1	X	506105157
221370394	72772704	6	M	1	2	450141197	X
221370397	72772528	33	F	1	0	X	X
221370398	72772528	35	M	1	1	X	506108811
221370399	72772528	6	M	1	2	450141197	X
221370411	72769199	1	M	1	2	X	X
221370412	72769199	33	F	1	0	X	X
221370414	72769199	6	M	1	2	450138075	X
221370422	72775427	33	F	1	0	X	X
221370424	72775427	6	M	1	2	450125488	X
221409347	72780842	53	M	1	0	X	506096435
221409356	72774226	53	M	1	0	X	506103655
221409359	72776178	53	M	1	0	X	506092505
221409360	72769136	53	M	1	0	X	506173159
221409361	72771172	53	M	1	0	X	506098537
221409368	72776059	53	M	1	0	X	506099014
221603856	72777698	50	F	1	1	X	506104300
221603859	72779845	51	M	1	0	X	506098016
221603861	72776755	51	M	1	0	X	506099983
221603862	72776755	50	F	1	1	X	506097034
221603866	72771056	50	F	1	1	X	506112482
221603872	72774688	50	F	1	1	X	506166713
221603886	72774861	50	F	1	1	X	506102717
221612364	72773508	61	F	1	1	X	506099143
221612372	72782184	61	F	1	1	X	506097553
221612380	72781084	61	F	1	1	X	506096382
221612385	72771861	61	M	1	0	X	X
221612386	72771861	61	F	1	1	X	506102469
221945118	72780075	56	F	1	0	X	506102163
221959153	72773183	72	M	1	0	X	X
221990791	72778428	58	M	1	1	X	506098774
222088701	72772649	24	F	1	10	X	506110638
222088707	72773150	24	F	1	10	X	506098273
222088708	72776743	27	M	1	0	X	506102111
222088726	72779426	27	M	1	0	X	506098662
222100282	72773482	60	M	1	0	X	506108748
222100283	72773482	59	F	1	1	X	X
222100300	72775588	60	M	1	0	X	506109960
222100301	72775588	59	F	1	1	X	X
222100304	72773417	60	M	1	0	X	506102749
222100305	72773417	59	F	1	1	X	X
222100307	72776365	59	F	1	1	X	X
222100309	72780099	59	F	1	1	X	X
222100321	72776428	59	F	1	1	X	X
222100322	72782128	60	M	1	0	X	506096443
222100323	72782128	59	F	1	1	X	X
222162792	72779105	18	F	1	2	X	X
222162793	72779105	22	M	1	2	X	506098001
222396127	72777969	71	F	1	3	X	506102265
222396128	72777969	56	F	1	1	X	501274387
222396132	72776561	57	M	1	0	X	506098957
222396134	72776561	56	F	1	1	X	506111163
222494611	72772135	25	M	1	0	X	506099034
222494612	72774056	25	F	1	1	X	506100973
222494613	72774056	25	M	1	0	X	506110710
222494624	72772981	25	F	1	1	X	506112432
222494626	72779979	25	F	1	1	X	506102717
222494627	72779979	25	M	1	0	X	506105486
222494631	72771741	25	M	1	0	X	506104575
222494632	72782183	25	F	1	1	X	506097795
222494635	72773099	25	M	1	0	X	506108810
222494638	72781718	25	F	1	1	X	506093926
222494648	72769349	25	F	1	1	X	506098510
222494649	72769349	25	M	1	0	X	506105173
222635970	72782320	41	F	1	1	X	506096737
222635971	72782320	14	F	1	2	450122221	X
222635972	72782320	9	M	1	2	450113253	X
222635975	72773421	14	F	1	2	450141197	X
222636863	72778002	42	M	1	10	X	506107542
222636864	72778002	18	F	1	2	X	506098706
222636865	72778002	38	F	1	0	X	506099437
222673958	72776927	66	M	1	0	X	X
222673960	72776927	29	F	1	2	X	X
222673961	72780257	66	M	1	0	X	X
222673973	72781342	66	M	1	0	X	X
222673974	72781342	59	F	1	1	X	X
222673975	72781342	29	F	1	2	X	X
222673976	72773301	66	M	1	0	X	X
222673977	72773301	59	F	1	1	X	X
222673979	72773528	66	M	1	0	X	X
222673982	72773615	66	M	1	0	X	X
222673999	72778356	29	F	1	2	X	X
222674005	72777485	29	F	1	2	X	X
222674007	72771078	59	F	1	1	X	X
222674008	72771078	29	F	1	2	X	X
222674010	72780513	59	F	1	1	X	X
222674011	72780513	29	F	1	2	X	X
222801895	72777853	58	F	1	0	X	506098038
222801899	72774558	58	F	1	0	X	506102712
222801900	72776315	58	F	1	0	X	506103042
222822865	72779455	1	M	1	2	X	X
222822866	72779455	3	M	1	2	X	X
222822869	72772127	1	M	1	2	X	X
222822870	72772127	3	M	1	2	X	X
222822871	72772127	26	F	1	1	X	505951335
223061444	72769529	67	F	1	1	X	X
223061445	72769529	69	M	1	0	X	X
223061448	72770482	67	F	1	1	X	X
223061449	72770482	69	M	1	0	X	X
223061450	72774675	67	F	1	1	X	X
223061451	72774675	69	M	1	0	X	X
223061458	72776191	67	F	1	1	X	X
223061459	72776191	69	M	1	0	X	X
223061463	72777211	69	M	1	0	X	X
223079314	72780453	70	F	1	0	X	X
223079322	72775087	70	F	1	0	X	X
223079324	72778920	70	F	1	0	X	X
223079325	72778920	73	M	1	1	X	X
223079326	72770626	70	F	1	0	X	X
223240869	72771975	74	F	1	1	X	X
223240870	72771975	78	M	1	0	X	X
223240876	72779303	78	M	1	0	X	X
223240890	72780489	74	F	1	1	X	X
223240893	72777227	74	F	1	1	X	X
223240902	72771757	74	F	1	1	X	X
223240903	72771757	78	M	1	0	X	X
223240904	72778462	53	M	1	2	X	506098376
223342519	72773370	18	F	1	2	450141198	506099551
223342521	72782331	50	M	1	0	X	506098377
223342523	72782331	51	F	1	1	X	506096534
223342525	72777014	18	F	1	2	450141198	506100587
223342536	72775294	50	M	1	0	X	506103355
223342537	72775294	18	F	1	2	450141198	506102067
223342543	72782244	18	F	1	2	450123091	506097409
223390308	72781094	74	M	1	0	X	X
223390310	72781784	74	M	1	0	X	X
223390324	72774549	74	M	1	0	X	X
223390328	72775456	74	M	1	0	X	X
223390329	72782533	74	M	1	0	X	X
223591828	72777197	59	M	1	0	X	506105109
223591829	72777197	61	F	1	1	X	506103355
223591830	72771019	59	M	1	0	X	506099784
223591831	72771019	61	F	1	1	X	506098124
223591834	72778194	59	M	1	0	X	506097026
223591835	72778194	61	F	1	1	X	506098066
223705475	72780985	34	F	1	1	X	506093852
223705476	72780985	42	M	1	0	X	506091817
223705477	72780985	14	F	1	2	450121290	X
223900964	72772467	10	M	1	2	450141197	X
223900965	72772467	29	M	1	0	X	506099014
223900984	72772908	11	F	1	12	450125489	X
223900985	72772908	14	F	1	12	450141198	X
223900986	72772908	38	F	1	10	X	506099014
223900988	72772908	10	M	1	2	450125489	X
223901008	72777535	11	F	1	12	450122221	X
223901009	72777535	14	F	1	12	450122219	X
223901010	72777535	38	F	1	10	X	506106845
223901011	72777535	8	M	1	2	450117870	X
223901013	72777535	29	M	1	0	X	506108623
223901014	72777535	6	M	1	2	450117870	X
223901029	72776527	29	M	1	0	X	506098594
223901030	72776527	6	M	1	2	450152429	X
223901071	72773852	13	M	1	12	450125489	X
223901073	72773852	14	F	1	12	450141198	X
223901074	72773852	38	F	1	10	X	506102353
223901075	72773852	8	M	1	2	450125488	X
223901076	72773852	10	M	1	2	450125488	X
223901077	72773852	29	M	1	0	X	506106517
223901078	72773852	6	M	1	2	450125488	X
223901106	72772086	38	F	1	10	X	506101182
223901107	72772086	8	M	1	2	450141197	X
223901108	72772086	10	M	1	2	450141197	X
223901109	72772086	29	M	1	0	X	506101052
223901110	72772086	6	M	1	2	450141197	X
223901111	72780011	13	M	1	12	450122221	X
223901113	72780011	14	F	1	12	450122219	X
223901114	72780011	38	F	1	10	X	506114273
223901115	72780011	8	M	1	2	450116183	X
223901129	72772462	14	F	1	12	450141198	X
223901130	72772462	38	F	1	10	X	506099434
223901133	72772462	29	M	1	0	X	506099527
223901134	72772462	6	M	1	2	450141197	X
224096586	72771303	51	M	1	1	X	506099425
224096587	72771303	20	M	1	2	X	506097835
224096589	72774020	51	M	1	1	X	506103731
224096590	72774020	20	M	1	2	X	506111077
224096591	72770999	49	F	1	0	X	506099018
224096593	72770999	20	M	1	2	X	506096809
224177985	72781992	60	F	1	1	X	506095720
224177986	72781992	62	M	1	0	X	506106035
224177987	72781992	23	M	1	2	X	X
224177995	72779431	62	M	1	0	X	506104800
224177996	72779431	23	M	1	2	X	X
224230979	72770799	54	F	1	1	X	506098516
224271724	72770421	80	M	1	0	X	506171010
224298704	72782377	54	M	1	0	X	506096737
224298705	72782377	17	F	1	2	450121290	X
224298706	72782377	50	F	1	1	X	506105196
224298707	72782377	15	M	1	2	450121290	X
224298713	72782414	19	F	1	2	X	506096394
224298714	72782414	54	M	1	0	X	506096766
224298716	72782414	50	F	1	1	X	506096105
224298717	72782414	15	M	1	2	450121290	X
224359659	72779279	11	F	1	2	450053385	X
224359666	72776275	45	M	1	1	X	506100300
224359668	72776275	13	F	1	2	450064747	X
224359669	72776275	11	F	1	2	450064747	X
224359674	72780427	11	F	1	2	450053385	X
224359675	72780427	15	M	1	2	450053385	X
224359676	72771175	45	M	1	1	X	506098782
224359677	72771175	45	F	1	0	X	506174701
224359678	72771175	13	F	1	2	450053385	X
224359679	72771175	11	F	1	2	450053385	X
224441790	72781753	24	M	1	0	X	506098652
224441821	72773246	23	F	1	1	X	X
224441823	72773246	24	M	1	0	X	506107850
224441832	72780613	24	M	1	0	X	506090241
224441839	72780475	23	F	1	1	X	X
224441840	72780475	0	F	1	2	X	X
224441841	72780475	24	M	1	0	X	506104258
224441845	72773260	23	F	1	1	X	X
224441852	72770956	0	F	1	2	X	X
224441869	72776588	23	F	1	1	X	X
224441870	72776588	0	F	1	2	X	X
224441875	72770808	23	F	1	1	X	X
224441876	72770808	0	F	1	2	X	X
224548355	72777004	23	F	1	12	X	506103355
224548356	72777004	54	M	1	0	X	506108398
224548359	72777004	54	F	1	1	X	506107346
224548380	72769109	23	F	1	12	X	506100725
224548382	72769109	35	M	1	2	X	X
224548383	72769109	30	M	1	2	X	X
224601424	72774906	25	M	1	2	X	506105303
224601433	72774290	25	M	1	2	X	506108394
224601435	72774290	44	M	1	1	X	506110739
224601439	72776967	25	M	1	2	X	506102089
224601441	72776967	44	M	1	1	X	506106949
224635472	72779822	59	F	1	1	X	506096737
224635485	72779257	60	M	1	0	X	506102712
224635486	72779257	59	F	1	1	X	506099107
224635487	72779818	60	M	1	0	X	506100404
224635494	72779362	59	F	1	1	X	506099149
224635495	72768509	60	M	1	0	X	506103365
224635496	72768509	59	F	1	1	X	506106440
224814533	72780832	53	M	1	0	X	506098595
224942609	72778513	19	M	1	2	X	506098612
224968554	72778285	5	M	1	5	450132407	X
224968555	72778285	69	M	1	0	X	506102478
224968557	72778285	11	F	1	5	450122221	X
224968559	72775782	69	M	1	0	X	506100725
224968569	72772280	11	F	1	5	450141197	X
224974956	72777320	58	F	1	0	X	506108956
224974957	72777320	60	M	1	1	X	506102010
224974962	72775074	58	F	1	0	X	506112519
224974974	72774494	58	F	1	0	X	506109568
224974975	72774494	60	M	1	1	X	506107630
224974979	72776336	60	M	1	1	X	506112524
224974982	72774068	58	F	1	0	X	506102067
224974983	72774068	60	M	1	1	X	506100928
224974987	72779819	60	M	1	1	X	506098144
224974994	72776450	58	F	1	0	X	506103355
224974995	72776450	60	M	1	1	X	506111932
224975000	72776211	58	F	1	0	X	506103573
224975001	72776211	60	M	1	1	X	506109163
224975004	72781110	58	F	1	0	X	506092916
224975005	72781110	60	M	1	1	X	506092449
224975008	72781828	58	F	1	0	X	506097629
224975013	72780156	60	M	1	1	X	505915918
224975014	72780947	58	F	1	0	X	506098676
224975015	72780947	60	M	1	1	X	506173102
224975029	72781360	60	M	1	1	X	506093849
224975034	72770097	58	F	1	0	X	506107521
224975035	72770097	60	M	1	1	X	506103221
225066765	72777692	4	M	1	2	450117870	X
225066779	72777702	41	M	1	0	X	506096737
225066798	72769642	40	F	1	1	X	506091721
225066800	72769642	4	M	1	2	450123089	X
225066802	72769642	8	F	1	2	450123089	X
225066804	72774388	41	M	1	0	X	506110019
225066806	72774388	6	F	1	2	450125488	X
225066809	72772770	41	M	1	0	X	506099034
225066810	72772770	4	M	1	2	450125488	X
225072278	72768872	38	M	1	0	X	X
225072279	72773210	38	M	1	0	X	X
225072281	72780758	38	M	1	0	X	X
225072286	72769837	38	M	1	0	X	X
225072289	72775205	38	M	1	0	X	X
225072290	72769616	38	M	1	0	X	X
225072294	72782579	38	M	1	0	X	X
225128171	72771995	53	M	1	10	X	506103355
225128173	72781532	53	M	1	10	X	506096378
225180290	72777332	84	M	1	0	X	X
225180291	72777332	81	F	1	1	X	X
225180292	72771887	84	M	1	0	X	X
225180296	72772722	84	M	1	0	X	X
225180297	72772722	81	F	1	1	X	X
225180308	72769489	84	M	1	0	X	X
225180309	72769489	81	F	1	1	X	X
225180310	72778500	84	M	1	0	X	X
225180312	72769505	84	M	1	0	X	X
225180314	72778790	84	M	1	0	X	X
225180319	72780303	81	F	1	1	X	X
225240384	72779158	4	M	1	2	450066968	X
225240386	72779158	8	M	1	2	450117870	X
225240388	72779158	10	F	1	2	450117870	X
225349551	72777218	8	M	1	2	450152429	X
225349553	72777218	13	M	1	2	450152429	X
225349554	72777218	41	M	1	1	X	506104300
225349568	72770373	13	M	1	2	450152507	X
225349569	72770373	41	M	1	1	X	506095730
225349571	72771170	8	M	1	2	450117870	X
225349572	72771170	39	F	1	0	X	506171794
225349586	72775836	8	M	1	2	450125488	X
225349587	72775836	39	F	1	0	X	506106377
225349589	72775836	41	M	1	1	X	506102067
225349590	72775836	11	M	1	2	450125489	X
225349618	72778650	13	M	1	2	450122221	X
225349619	72778650	41	M	1	1	X	506099905
225349620	72778650	11	M	1	2	450122221	X
225349621	72774825	8	M	1	2	450125489	X
225349623	72774825	13	M	1	2	450125489	X
225349625	72774825	11	M	1	2	450125489	X
225349631	72774735	8	M	1	2	450125488	X
225349632	72774735	39	F	1	0	X	506105303
225349633	72774735	13	M	1	2	450125489	X
225349638	72772998	13	M	1	2	450141197	X
225349640	72772998	11	M	1	2	450141197	X
225349641	72780433	8	M	1	2	450126098	X
225349643	72780433	13	M	1	2	450122221	X
225349670	72770210	72	M	1	0	X	506098273
225396448	72769276	61	M	1	1	X	506102566
225396449	72769276	60	F	1	0	X	506098719
225396450	72769152	61	M	1	1	X	506098273
225396463	72777606	60	F	1	0	X	506099230
225396465	72777027	60	F	1	0	X	506102994
225396470	72772926	61	M	1	1	X	506105036
225396471	72772926	60	F	1	0	X	506102712
225396476	72776531	61	M	1	1	X	506102546
225396478	72780478	61	M	1	1	X	509724468
225430736	72776277	69	M	1	1	X	X
225430738	72778364	69	M	1	1	X	X
225430739	72774500	68	F	1	0	X	X
225430740	72774500	69	M	1	1	X	X
225430748	72769292	69	M	1	1	X	X
225430756	72771124	69	M	1	1	X	X
225450130	72780815	52	F	1	0	X	506107377
225488046	72770249	25	M	1	0	X	506171015
225488047	72770249	24	F	1	1	X	X
225506528	72769320	57	F	1	1	X	506553681
225506535	72777048	64	M	1	0	X	506093176
225506551	72773422	26	F	1	2	X	X
225506552	72773422	57	F	1	1	X	506099462
225553332	72771375	73	F	1	0	X	X
225553336	72774877	73	F	1	0	X	X
225553345	72771334	73	F	1	0	X	X
225613133	72768548	28	F	1	1	X	X
225613134	72768548	0	F	1	2	X	X
225613135	72778618	38	M	1	0	X	X
225613136	72778618	28	F	1	1	X	X
225613138	72776948	38	M	1	0	X	X
225613139	72776948	28	F	1	1	X	X
225613144	72778627	38	M	1	0	X	X
225613145	72778627	28	F	1	1	X	X
225613146	72778627	0	F	1	2	X	X
225613164	72778034	0	F	1	2	X	X
226024857	72775169	21	F	1	0	X	506105847
226024859	72781785	49	M	1	1	X	506097629
226024861	72781246	1	F	1	2	X	X
226024863	72781246	21	F	1	0	X	506098377
226024868	72781733	49	M	1	1	X	506093086
226024869	72781733	21	F	1	0	X	506094703
226024870	72771553	1	F	1	2	X	X
226024872	72771553	21	F	1	0	X	506102210
226024930	72777648	1	F	1	2	X	X
226024933	72782139	1	F	1	2	X	X
226024934	72782139	49	M	1	1	X	506094844
226024938	72768793	21	F	1	0	X	506101353
226031489	72771820	28	M	1	0	X	506102711
226049617	72780343	57	M	1	0	X	506093131
226049618	72780343	33	M	1	2	X	506098001
226049631	72782274	54	F	1	1	X	X
226049636	72774476	33	M	1	2	X	506102994
226049637	72774476	54	F	1	1	X	X
226049644	72781151	57	M	1	0	X	506091886
226049653	72775449	57	M	1	0	X	506166444
226049654	72775449	33	M	1	2	X	506105157
226049655	72775449	54	F	1	1	X	X
226049659	72779848	57	M	1	0	X	506098703
226049661	72779848	54	F	1	1	X	X
226049677	72780867	57	M	1	0	X	506098066
226049689	72779292	57	M	1	0	X	506094947
226049692	72777567	57	M	1	0	X	506102896
226049694	72777567	54	F	1	1	X	X
226365856	72771281	45	F	1	1	X	506098800
226365858	72771281	11	F	1	2	450122221	X
226365859	72771281	46	M	1	0	X	506098841
226365864	72773945	45	F	1	1	X	506109544
226365865	72773945	13	F	1	2	450125489	X
226365867	72773945	46	M	1	0	X	506101359
226365868	72774283	45	F	1	1	X	506111807
226365871	72774283	46	M	1	0	X	506102067
226365877	72774019	13	F	1	2	450125489	X
226365878	72774019	11	F	1	2	450125489	X
226365884	72773473	45	F	1	1	X	506099404
226365885	72773473	13	F	1	2	450141197	X
226365904	72781382	45	F	1	1	X	506095754
226365905	72781382	13	F	1	2	450152507	X
226365910	72776947	11	F	1	2	450152429	X
226365916	72782306	45	F	1	1	X	506091973
226365917	72782306	13	F	1	2	450113253	X
226365918	72782306	11	F	1	2	450113253	X
226365930	72777156	11	F	1	2	450125489	X
226365931	72777156	46	M	1	0	X	506104190
226365933	72777034	13	F	1	2	450152429	X
226365934	72777034	11	F	1	2	450152429	X
226365935	72777034	46	M	1	0	X	506111984
226365953	72774425	13	F	1	2	450125489	X
226365955	72774425	46	M	1	0	X	506113556
226423200	72778216	66	F	1	0	X	X
226423208	72774595	66	F	1	0	X	X
226423217	72778102	66	F	1	0	X	X
226423222	72768611	66	F	1	0	X	X
226423224	72779626	66	F	1	0	X	X
226440289	72770275	30	F	1	1	X	505962612
226440291	72770275	32	M	1	0	X	506108645
226440301	72775109	30	F	1	1	X	506102067
226440303	72775109	32	M	1	0	X	506103230
226440306	72780056	32	M	1	0	X	506095644
226440310	72782578	30	F	1	1	X	506096770
226440311	72782578	2	F	1	2	X	X
226451446	72769777	10	F	1	2	450152507	X
226451447	72769777	12	M	1	2	450152507	X
226488802	72779342	57	F	1	0	X	506098519
226488812	72769729	57	F	1	0	X	506095569
226546568	72769009	18	F	1	2	450141198	506168691
226546573	72778959	21	M	1	2	X	506102067
226595439	72779792	79	F	1	0	X	X
227021032	72782125	52	M	1	0	X	506097068
227144753	72770282	65	M	1	1	X	506093334
227144755	72772828	65	M	1	1	X	506103355
227144758	72769156	59	F	1	0	X	506102067
227144760	72770499	59	F	1	0	X	506096731
227144763	72781736	65	M	1	1	X	506102532
227144768	72775873	59	F	1	0	X	506102067
227144769	72775873	65	M	1	1	X	506103659
227144773	72778072	65	M	1	1	X	506095644
227153604	72774318	57	M	1	0	X	506102712
227153608	72779922	57	M	1	0	X	506100404
227177879	72779089	75	M	1	0	X	X
227177880	72779089	70	F	1	1	X	X
227177889	72779871	75	M	1	0	X	X
227177890	72779871	70	F	1	1	X	X
227177895	72777944	75	M	1	0	X	X
227177896	72777944	70	F	1	1	X	X
227177901	72776902	75	M	1	0	X	X
227177907	72769887	75	M	1	0	X	X
227177908	72769887	70	F	1	1	X	X
227177911	72777684	75	M	1	0	X	X
227177912	72777684	70	F	1	1	X	X
227177914	72778775	70	F	1	1	X	X
227177919	72780394	75	M	1	0	X	X
227177920	72780394	70	F	1	1	X	X
227188358	72770450	7	M	1	2	450123089	X
227188376	72775258	6	F	1	2	450125489	X
227188377	72775258	30	M	1	10	X	506106845
227188378	72775258	7	M	1	2	450125489	X
227188382	72777223	7	M	1	2	450125489	X
227188400	72775832	6	F	1	2	450125488	X
227188401	72775832	30	M	1	10	X	506105570
227188407	72772776	35	F	1	0	X	506100433
227188428	72775837	6	F	1	2	450125488	X
227188430	72775837	7	M	1	2	450125488	X
227188436	72773356	6	F	1	2	450141197	X
227188437	72773356	30	M	1	10	X	506101474
227188439	72773356	35	F	1	0	X	506100457
227188453	72769428	30	M	1	10	X	506517444
227188456	72772788	6	F	1	2	450141197	X
227188497	72768427	30	M	1	10	X	506099504
227188509	72776609	30	M	1	10	X	506099262
227188513	72775441	30	M	1	10	X	506106715
227188514	72775441	7	M	1	2	450125488	X
227188515	72775441	35	F	1	0	X	506099031
227188521	72769595	30	M	1	10	X	506102711
227188523	72769595	35	F	1	0	X	506095481
227188537	72773432	30	M	1	10	X	506099998
227188538	72773432	7	M	1	2	450141197	X
227188550	72777668	7	M	1	2	450117870	X
227188551	72777668	35	F	1	0	X	506099017
227188565	72781492	30	M	1	10	X	506096079
227188567	72781492	35	F	1	0	X	506096821
227188585	72781916	30	M	1	10	X	506096770
227188586	72781916	7	M	1	2	450132407	X
227188587	72781916	35	F	1	0	X	506092595
227188588	72769701	6	F	1	2	450123089	X
227188596	72776022	6	F	1	2	450125488	X
227188599	72776022	35	F	1	0	X	506106992
227188606	72778460	7	M	1	2	450117870	X
227188608	72768531	6	F	1	2	450138075	X
227188609	72768531	30	M	1	10	X	506113754
227188611	72768531	35	F	1	0	X	506105303
227188622	72768693	7	M	1	2	450138075	X
227188623	72768693	35	F	1	0	X	506103473
227194645	72779938	24	F	1	1	X	X
227194646	72779938	27	M	1	0	X	506106352
227194647	72779938	0	F	1	2	X	X
227194648	72770557	24	F	1	1	X	X
227194649	72770557	27	M	1	0	X	506098147
227194663	72768909	24	F	1	1	X	X
227194664	72768909	27	M	1	0	X	506099450
227194667	72775725	27	M	1	0	X	506101363
227194668	72775725	0	F	1	2	X	X
227194674	72777852	0	F	1	2	X	X
227194687	72777380	24	F	1	1	X	X
227194692	72782135	0	F	1	2	X	X
227258732	72780311	54	F	1	1	X	X
227258734	72779313	32	M	1	2	X	X
227258735	72779313	54	F	1	1	X	X
227258736	72779313	56	M	1	0	X	506107938
227258761	72775806	32	M	1	2	X	X
227258762	72775806	54	F	1	1	X	X
227258763	72775806	56	M	1	0	X	506102067
227258769	72777768	56	M	1	0	X	506090644
227258794	72775429	32	M	1	2	X	X
227258796	72775429	56	M	1	0	X	506103757
227453939	72769829	64	F	1	0	X	X
227453948	72780524	64	F	1	0	X	X
227458928	72772488	11	F	1	2	450141197	X
227458930	72772488	35	M	1	0	X	X
227520497	72780640	57	M	1	0	X	506092595
227520498	72770285	57	M	1	0	X	506099295
227520504	72773902	57	M	1	0	X	506102067
227520511	72777382	57	M	1	0	X	506096400
227575950	72776950	53	F	1	1	X	X
227575951	72776950	52	M	1	0	X	506102438
227575956	72781235	53	F	1	1	X	X
227575958	72769888	53	F	1	1	X	X
227594044	72771446	47	M	1	0	X	506097808
227594047	72771446	47	F	1	1	X	506093052
227594049	72782613	15	F	1	2	450121290	X
227594050	72782613	10	M	1	2	450113253	X
227594056	72774880	47	M	1	0	X	506105109
227594062	72773681	10	M	1	2	450141198	X
227594065	72776541	15	F	1	2	450141198	X
227594066	72776541	10	M	1	2	450125489	X
227594067	72776541	47	F	1	1	X	506105157
227594068	72776063	47	M	1	0	X	506111584
227594071	72776063	47	F	1	1	X	506102067
227594081	72779179	15	F	1	2	450122219	X
227594088	72781725	47	M	1	0	X	506110460
227594089	72781725	15	F	1	2	450121290	X
227650669	72778229	59	M	1	1	X	X
227650671	72778229	53	F	1	0	X	506098604
227650675	72771291	59	M	1	1	X	X
227650676	72771291	21	M	1	2	X	X
227650677	72771291	53	F	1	0	X	506090315
227650680	72781651	53	F	1	0	X	506092849
227650687	72780742	59	M	1	1	X	X
227650695	72773996	53	F	1	0	X	506109095
227767317	72770491	57	F	1	0	X	506171010
227773088	72770738	24	F	1	1	X	506102203
227795164	72774996	40	F	1	0	X	506098273
227795166	72774996	21	M	1	2	X	506102067
227795169	72773297	40	F	1	0	X	506105486
227931699	72778804	76	M	1	0	X	X
227931702	72771087	75	F	1	1	X	X
227931721	72770708	76	M	1	0	X	X
227931728	72778796	75	F	1	1	X	X
227931731	72778464	76	M	1	0	X	X
228025354	72781556	52	M	1	0	X	X
228025374	72768745	52	M	1	0	X	X
228102999	72772921	50	F	1	1	X	X
228174479	72780983	24	F	1	0	X	506095770
228179511	72772758	34	F	1	0	X	506104316
228179520	72776800	38	M	1	1	X	506111606
228179521	72776800	2	F	1	2	X	X
228179522	72776800	0	M	1	2	X	X
228179524	72772634	38	M	1	1	X	506167796
228179527	72772634	34	F	1	0	X	506099404
228179557	72775833	2	F	1	2	X	X
228179558	72775833	0	M	1	2	X	X
228179559	72775833	34	F	1	0	X	506102067
228179567	72781959	34	F	1	0	X	506097068
228179572	72772671	38	M	1	1	X	506104684
228179573	72772671	2	F	1	2	X	X
228179581	72775841	2	F	1	2	X	X
228179582	72775841	0	M	1	2	X	X
228179588	72780421	38	M	1	1	X	506100433
228179589	72780421	2	F	1	2	X	X
228179591	72780421	34	F	1	0	X	506105303
228179602	72775277	0	M	1	2	X	X
228179612	72775630	38	M	1	1	X	506100928
228179613	72775630	2	F	1	2	X	X
228179614	72775630	0	M	1	2	X	X
228179615	72775630	34	F	1	0	X	506105157
228179617	72771648	2	F	1	2	X	X
228179618	72771648	0	M	1	2	X	X
228179619	72771648	34	F	1	0	X	506099738
228179620	72769396	38	M	1	1	X	506113571
228179624	72782571	38	M	1	1	X	506096793
228179625	72782571	2	F	1	2	X	X
228179627	72782571	34	F	1	0	X	506096406
228179630	72780503	0	M	1	2	X	X
228179631	72780503	34	F	1	0	X	506096930
